clinton,trump,edu_batchelors,nonenglish
0.140814081408141,0.830583058305831,13.5,14.4
0.127388535031847,0.830502476999292,12.4,1.8
0.130454545454545,0.830454545454545,22.1,2.4
0.132282385195339,0.830020562028787,21.5,5.4
0.11706102117061,0.830012453300125,17.9,2.1
0.138648180242634,0.829954455684978,12.6,1.8
0.122985074626866,0.829850746268657,23.8,15.9
0.138706654170572,0.829428303655108,10.8,35.2
0.151864406779661,0.829152542372881,9.5,51.5
0.149390626963186,0.82912426184194,13.3,5.8
0.14419985159535,0.828963640860747,11.1,2.5
0.147539952183214,0.828866238832264,19.5,14.7
0.144520976831559,0.828804007514089,10.5,2.3
0.142044006456546,0.828391810381446,19.3,2.6
0.155979420253482,0.828334797339691,11.8,6.9
0.152592592592593,0.828148148148148,9.3,12.5
0.122824974411464,0.828045035823951,21.8,4.8
0.151566951566952,0.827920227920228,10.9,29.4
0.153404233491776,0.827822042882057,10.5,1.4
0.153718515997277,0.827731449965963,12.6,3
0.131317494600432,0.827213822894168,16.8,2.1
0.139318885448916,0.827141382868937,29,16.4
0.120040691759919,0.82706002034588,26.2,7.9
0.150298889837746,0.8266438941076,13.7,1.9
0.144459398833558,0.826379542395693,9,0.5
0.144290351136028,0.826054883446444,11.4,2.2
0.141000282565697,0.825798248092682,15.4,2.2
0.151305683563748,0.825652841781874,18.9,21.4
0.12648401826484,0.825570776255708,15.4,5.1
0.130193905817175,0.825484764542936,18.3,9.8
0.159353601752944,0.825417693782525,12.9,7.4
0.1187624750499,0.825349301397206,16.4,3.9
0.150458213650663,0.825058131582547,11.1,2
0.155541153596889,0.8250162022035,15,19.3
0.127206880941603,0.824807605251245,19.8,2.2
0.148309087474022,0.8242962403174,10.6,2
0.158616486362944,0.824013408502209,12.8,4.9
0.146737771852346,0.823681359886676,10.1,1.4
0.150701647345943,0.823672971323978,9,2.1
0.156138259833135,0.823599523241955,19.5,13.2
0.145006402048656,0.823303457106274,14.7,0.8
0.14765906362545,0.823229291716687,10.5,1.7
0.153779595689452,0.823173129867065,16.4,9
0.125150421179302,0.823104693140794,22.7,4.7
0.147643273713506,0.823090422420364,25,8.5
0.138432364096081,0.823008849557522,15.3,2.7
0.11901983663944,0.822637106184364,23.9,3.7
0.152662993572084,0.822543617998163,20.3,13
0.154501667284179,0.821997565235802,13.2,2.2
0.150163458045768,0.821794406102434,13.4,1.3
0.135076252723312,0.821350762527233,17.5,0
0.127797115862755,0.82098458478369,20.2,15.6
0.127244427149925,0.82055700705987,23.4,9.5
0.147359454855196,0.820272572402044,16.2,1.6
0.156068279872444,0.82010879759895,12,1.7
0.131774101540217,0.819737592698232,18,1.6
0.157036300348086,0.819691695673794,10.9,1.2
0.156528791565288,0.819680994863477,12.9,1.4
0.144625407166124,0.819543973941368,10.4,33.6
0.139464236398785,0.819386909693455,9.4,1.1
0.150416817687568,0.819137368611816,10.7,1.4
0.148822269807281,0.819057815845824,16.6,25.1
0.144728535353535,0.818813131313131,17.6,2
0.129890453834116,0.818466353677621,21.9,9.7
0.133227597145123,0.818398096748612,17.3,4.3
0.150596877869605,0.818181818181818,14.1,21.6
0.162970346374284,0.818091203588338,19.6,5.2
0.165690580771108,0.818081991215227,13.2,0.8
0.153177641653905,0.818032159264931,24.1,9.7
0.163209792587555,0.817919075144509,14.4,3.1
0.143932267168391,0.817497648165569,20.8,1.9
0.153955853174603,0.817460317460317,17.1,13.8
0.150205247189006,0.817419239693022,15.1,1.8
0.153413089373681,0.817382125263899,13.8,1.3
0.149950996406403,0.817379941195688,13.9,1.6
0.12832108535896,0.816845675522894,20.7,3.2
0.137687188019967,0.815723793677205,13.6,5
0.152874132804757,0.815163528245788,11.4,7.6
0.155156537753223,0.814917127071823,17.8,4.2
0.167167959474434,0.814785499445939,10,2.2
0.158013205282113,0.814675870348139,7.4,1.8
0.134592680047225,0.814639905548996,12.6,25.2
0.167945439045183,0.814578005115089,8.2,1.6
0.131811487481591,0.814432989690722,19.4,5.4
0.131941148552444,0.814428096820123,17.2,5.2
0.134969325153374,0.813978965819457,20.5,7.3
0.153320483616611,0.813474680217277,14.5,2
0.148996429011206,0.8134466198744,12.3,4.7
0.158936425429828,0.81327469012395,14.2,2.9
0.134079816250359,0.813092161929371,27.9,4.5
0.134254992319508,0.813056835637481,15.6,10.5
0.161187214611872,0.812785388127854,8.3,26.6
0.145833333333333,0.8125,18.6,0.9
0.155650319829424,0.812366737739872,11.2,6.2
0.150966183574879,0.81219806763285,17.5,1.9
0.141951837769328,0.81191381495564,20.4,3.1
0.121375590020229,0.811867835468645,14.7,2.5
0.146474677259186,0.811817279046673,16.7,1.1
0.157619689817937,0.811699258260283,8.9,19.3
0.158708051465712,0.811646106910731,15,4.3
0.158024691358025,0.811614083219022,12,2.1
0.156335988414193,0.811368573497466,24.3,18
0.163780941387713,0.811209439528024,15.4,13.5
0.176222030154614,0.811005473926822,11.8,6.7
0.131192660550459,0.810321100917431,16.6,2.4
0.160223651776589,0.809895989899597,18.8,7.8
0.162798194713088,0.809800128949065,8.2,1.3
0.126018626309662,0.809662398137369,23.1,10
0.179530516431925,0.809201877934272,7.8,2.6
0.142089552238806,0.809154228855721,19.5,1.2
0.154697018275088,0.809073420968259,17,1.8
0.145772594752187,0.809037900874636,16.9,4.6
0.171374407582938,0.808720379146919,17.9,20.9
0.164865806901359,0.808644126873475,10.3,1
0.163528245787909,0.808638916418897,9.5,2.5
0.173189594562925,0.80853058354816,14.3,28.4
0.160853143745834,0.808487002888247,12.5,2.1
0.176339905581783,0.808386559289086,8.4,2.9
0.144218551461245,0.808132147395172,21.8,3.2
0.167076167076167,0.808058968058968,15.1,12.9
0.166729252722493,0.807735636500188,5.6,1
0.170184696569921,0.807681031955438,12.4,18
0.139027431421446,0.807356608478803,17.7,3.6
0.131578947368421,0.807216003810431,21,4.3
0.167989541507144,0.806984779157718,13.9,4
0.156462585034014,0.806943467041989,16.2,2.4
0.1373989713446,0.806759735488611,16.4,7.8
0.16079241614001,0.806635877491492,13.9,2
0.147790055248619,0.806629834254144,19.7,4
0.171943497320994,0.806624452021432,26.5,17
0.123655913978495,0.806451612903226,15.8,2.2
0.173954880786913,0.806372286966749,11.7,3
0.154981138386635,0.806106331183915,30.2,10.8
0.177048536058165,0.8060522696011,9.6,9.3
0.161225006327512,0.805871931156669,13.2,2.1
0.166217776067718,0.805694497883801,15.5,1.2
0.175515577007459,0.805616498464239,16.2,1.9
0.173114119922631,0.805433444698435,14.8,4.7
0.163031460448286,0.805307066036788,11.2,1.8
0.134016554986204,0.805281828931809,15.7,7.9
0.155893536121673,0.805268875611081,9.6,2.5
0.150300171526587,0.805102915951973,17.7,15.5
0.138753056234719,0.805012224938875,16.4,6.2
0.174041900868677,0.805007664793051,13,2.9
0.164483399228314,0.804887343400181,15.8,2.1
0.168488063660477,0.804827586206897,14.2,14.6
0.159345823673162,0.804185725922677,12.9,2.5
0.165169826662232,0.804006356950142,19.5,8.5
0.142155525238745,0.803547066848568,27.1,4.1
0.167159573100167,0.803266040889803,14.6,2.1
0.169227795496279,0.802696433748913,12.7,1.5
0.148953301127214,0.802334943639291,19.8,2.1
0.17102559312535,0.802260414720717,13.3,1.4
0.178113472685754,0.802213244335148,10,4.9
0.144036318613289,0.802146099876187,24.7,6
0.144401813742588,0.801883501918382,13.8,2.5
0.161423539414551,0.80153042633305,10.5,13.1
0.176652401331431,0.801236329053733,8.2,0.4
0.173600681901206,0.801233916467102,12.5,1.5
0.169062119366626,0.80113682501015,9.2,1.2
0.145585386105729,0.800996401882092,13.5,15.2
0.146245059288538,0.800790513833992,22.9,1.9
0.137441136563173,0.800782185330034,19.9,4
0.161048689138577,0.800749063670412,18.5,2.2
0.116952155936208,0.800748178775349,21.2,7.1
0.176232860235747,0.80072167428434,13,3.4
0.173081492040865,0.800665241149917,11.1,4.4
0.166852195423624,0.799752628324057,12.7,5.3
0.156306085821504,0.799695436993528,19.9,3.4
0.148154565933114,0.799688095650667,18.8,38.1
0.146700390894458,0.799494136583123,26.6,2.2
0.181584466544889,0.799472295514512,17.4,2.9
0.160879260911118,0.799458426250398,14.6,3.2
0.179304192685103,0.799435028248588,22.7,4.1
0.179747692828719,0.799424265515198,12,5.1
0.179240877860049,0.799346274431325,13.1,2.6
0.177064031295038,0.799258801729463,10.8,0.9
0.179969144548345,0.799250653316961,13,5.3
0.162520281233099,0.799080584099513,12,1.5
0.169000293743268,0.798883775580143,21.9,10.8
0.164791528788882,0.798808735936466,18.6,11.3
0.166852554093241,0.798795449475798,11.6,3.4
0.146716348393107,0.798789007918025,15.9,1.2
0.168875260102946,0.798707699047202,11.5,0.9
0.154002713704206,0.798507462686567,19.4,3.6
0.175869711862773,0.798207574443481,25.4,6.3
0.158089471913892,0.798183652875883,17.6,7.7
0.176563114431773,0.798073141958317,13.1,2.7
0.0889045273281727,0.798029556650246,12.5,5.8
0.170832377894978,0.797982114193992,15.6,1.9
0.141202838998879,0.797908106088905,16.1,3.1
0.161516406498885,0.797865562280981,14,1.7
0.173099221467616,0.797747225443101,10.8,1.4
0.165374677002584,0.797473442434683,15.4,3
0.17914371557336,0.797446169253881,9.8,2.6
0.161891768985903,0.797180536607549,17.9,6.3
0.176399975991837,0.796950963327531,18,17.8
0.151501959077057,0.796909011754462,22.3,4.9
0.16971173365814,0.796792529435648,14.2,40.5
0.177330437687939,0.796525225526228,15,8
0.185881778212018,0.79628724963361,14.4,4.1
0.172901921132457,0.796258847320526,13.8,5.5
0.180979827089337,0.796253602305475,13.1,9.2
0.174197973024461,0.795930808504153,29.2,21.5
0.167660208643815,0.795920268256334,12.4,14.7
0.18776628119294,0.795800365185636,9.2,3.3
0.172617412798682,0.795523207909915,17.4,31.4
0.16193853427896,0.795508274231678,20.3,4.1
0.174507195549643,0.795078002176805,15.2,1.8
0.177903682719547,0.794900849858357,12.2,18.9
0.169514695830485,0.7946001367054,14.6,0.9
0.186108637577916,0.794300979519145,15.7,15.2
0.169865470852018,0.794260089686099,8.2,2.9
0.0721292556260819,0.794143104443162,16,6.9
0.181885125184094,0.793814432989691,12.5,21.6
0.161634928007431,0.793776126335346,13.7,3.1
0.133786848072562,0.793650793650794,21.3,6.9
0.149872003723528,0.793344193623458,23.3,3.6
0.180163494699195,0.793140886447822,12,4.2
0.167322834645669,0.793088363954506,17.1,2.5
0.163171024669685,0.792571375773815,8.5,49.1
0.170833333333333,0.792338709677419,14.1,8.7
0.193393753276908,0.792300202232043,11.2,7
0.178100263852243,0.79221635883905,6.7,0.8
0.172425360617243,0.792016101979202,17.4,5.7
0.165,0.792,18,2.1
0.176183844011142,0.791956824512535,14.4,2.6
0.192912069541959,0.791875626880642,9.9,6.7
0.177906976744186,0.791860465116279,18.8,27.6
0.183772480133835,0.791802593057298,11,13.2
0.192582025677603,0.791726105563481,20.2,10.4
0.174004999038646,0.791578542587964,11.8,6.7
0.176522899066252,0.791240551356158,16.5,2
0.193865242116147,0.791142512493538,13,3.4
0.175988971970425,0.791094030661264,14,2.4
0.174072377462208,0.790998625744389,14.6,3.5
0.169056603773585,0.790943396226415,17.2,25.6
0.181532268209838,0.790917096490125,26.6,9.5
0.186659436008677,0.790889370932755,8.3,1.8
0.173935876174682,0.790768380320619,15,6.8
0.15174672489083,0.79075691411936,17.7,3.8
0.172661870503597,0.790741319987488,15.6,6.4
0.17583030979626,0.7906782026235,12.9,5
0.171750940242374,0.790639364814041,13.3,8
0.193672839506173,0.790454144620811,13.7,15.4
0.177416407820208,0.790243011145624,12.6,3.1
0.153644123440578,0.790107244473627,25.3,5.1
0.175551470588235,0.789939839572192,16.8,2.9
0.159021406727829,0.789755351681957,22.3,19
0.158921161825726,0.789626556016597,10.9,0.8
0.189214536928488,0.78961647965165,14.4,8.8
0.174506005424254,0.789538938395971,18.3,4.6
0.162951575710992,0.789392774788624,14.7,5.1
0.186867722847872,0.789272761977477,9.8,2.7
0.168497312456181,0.789203084832905,14.2,1.5
0.179260142182112,0.789153292750415,15.5,3.2
0.185979381443299,0.789072164948454,15.5,4.4
0.157955198161976,0.788914417001723,13,2.1
0.147941381716678,0.788904396371249,21,1.9
0.159117305458769,0.788617886178862,30.9,2.9
0.179782469609725,0.788547664747281,9.5,1.5
0.178980891719745,0.788444040036397,18.1,1.9
0.160828025477707,0.788216560509554,19.1,11.3
0.168047729532648,0.788200198873053,11.6,9.4
0.192034700315457,0.787986330178759,11.7,12.1
0.1758,0.78792,11.9,1.5
0.185555555555556,0.787777777777778,10.6,50.8
0.188012295081967,0.787090163934426,14.2,2.9
0.175422138836773,0.787054409005629,13.5,3.4
0.181159420289855,0.78695652173913,20.4,2
0.179894379479442,0.786872878159185,17.5,3.7
0.16465652857892,0.786837965390666,18.6,5.2
0.175665399239544,0.786692015209125,21.2,3.9
0.185463121783877,0.786449399656947,9.8,1.5
0.189228886168911,0.786372909016728,18.6,19.7
0.175109443402126,0.786116322701689,13.2,2
0.162125708119773,0.786080388454276,17,3.1
0.199243630573248,0.786027070063694,19,1.3
0.182233146067416,0.785664125200642,39.7,17.6
0.197746910204528,0.785518976265996,10.3,4.6
0.179273041973172,0.785287754218953,14.5,2.5
0.196511179645335,0.78517733230532,11.4,5.6
0.176950043821209,0.78501314636284,13.2,1.2
0.181698002350176,0.784958871915394,18.1,8.2
0.187600299561357,0.784904247352092,14.3,3.1
0.166076487252125,0.784702549575071,23.8,2.9
0.193073312833792,0.784700868533204,16.5,7.3
0.173803526448363,0.784694734316901,15.4,6.8
0.168865435356201,0.784520668425682,18.4,19.2
0.17675050985724,0.784500339904827,14.9,4.4
0.187898467508811,0.784342454361858,12.6,20.1
0.204769384549479,0.784235327716693,12.8,10.1
0.192855199927464,0.784114606945326,16.8,18.1
0.188194597777287,0.784058291013469,12.8,3.1
0.176290240163516,0.783852835973429,14.1,4.8
0.175123908425773,0.783809299032334,13.8,1.4
0.133677298311445,0.783771106941839,16.3,2.9
0.186744868035191,0.783636363636364,10.5,3.5
0.143203230148048,0.783580080753701,23.6,10.4
0.185273031103445,0.783407902538947,13.2,3.5
0.176065008618567,0.783304604777148,17,3.5
0.14544570108233,0.783290769792047,14.8,2.3
0.18842062193126,0.783244680851064,11,2.1
0.189530170691328,0.783239139121996,22,5.2
0.199421238047307,0.783215903371917,16.9,5
0.195488721804511,0.783046325491147,7.7,4.6
0.175861741525021,0.782736682176431,15.4,5.5
0.185565598466174,0.782456861133936,13.3,8
0.181387077652638,0.782454060462359,17.2,2.4
0.185459678842421,0.782424563260985,13.5,1.8
0.1953244483286,0.782171728206249,14.2,1.9
0.180257510729614,0.781974248927039,15,0.7
0.205696941396218,0.781928554751342,12.5,18.3
0.19216277317257,0.781838733986436,15.5,2.3
0.181494661921708,0.781813719474782,19.8,14.8
0.192024539877301,0.781748466257669,11.1,3
0.177897574123989,0.78167115902965,18.5,34.7
0.17035864978903,0.781645569620253,14.4,7.4
0.185297955632884,0.781644193127447,15,51.3
0.197379912663755,0.781174187287724,12,8.5
0.184055804683607,0.781165919282511,11.6,2.7
0.176210695432637,0.781099380307551,20,2.2
0.171803551279767,0.780984619039135,20.4,6.2
0.186311787072243,0.780946345585129,11.4,2.8
0.196420269642027,0.780644661397799,14.8,15.9
0.200827985924239,0.780625129372801,8.8,16.6
0.178824169842134,0.780484485574306,18.9,4.5
0.19089790897909,0.780319803198032,10.5,0.9
0.179811749432003,0.780022719896138,25.4,4.5
0.151709401709402,0.77991452991453,20.3,0.6
0.166111573688593,0.779766860949209,15.6,10.9
0.198851187303843,0.779593770355895,10.9,13.1
0.186631907346468,0.779520492328732,18.6,6.2
0.159362549800797,0.779282868525896,17.2,2.3
0.198396465679457,0.779268591998691,14.2,4.3
0.192688172043011,0.778709677419355,9.3,4.5
0.183870967741935,0.778629032258065,13.2,1.5
0.183135023279876,0.778582514226591,9.8,6.4
0.150765306122449,0.778571428571429,8.2,21.2
0.197183098591549,0.778489116517286,14,36.9
0.181034482758621,0.778409090909091,16.2,1.5
0.18544112078758,0.778019689511549,9.5,1.4
0.19343620951967,0.77787437513584,11.7,3.2
0.21148755955532,0.77779248279513,13.2,1.5
0.153664302600473,0.777777777777778,13.9,15.3
0.175384615384615,0.777692307692308,17.7,33.6
0.202217827376748,0.777369684983755,13.1,13.1
0.183742234389807,0.777087501316205,13.6,3.1
0.198292220113852,0.777039848197344,21.9,34.2
0.169648365206663,0.776989512646515,26.4,4.8
0.174237318596397,0.776969043447005,16.8,3.6
0.0810062590274434,0.77696196437169,16.4,4.7
0.175115207373272,0.776881720430108,10.2,0.9
0.184176697440692,0.776674068014491,8.2,1.4
0.186346863468635,0.776137761377614,12.7,2.8
0.197809719370294,0.776104646741197,17.4,4
0.178535606820461,0.776078234704112,17.5,8.6
0.188673760102332,0.775975347403919,12.9,6
0.154397134898528,0.775964982093116,16.9,5
0.190857743333771,0.7755155654801,15.2,2.5
0.196346189333825,0.775419819154826,14,4
0.184152948530944,0.77518753907064,18.5,6.1
0.188183807439825,0.775145250132046,18.1,6.8
0.185467479674797,0.77489837398374,17,9.9
0.191653570804959,0.774751178627554,16.7,14.9
0.209401276466417,0.774693546753115,11.4,1.4
0.202889447236181,0.774407753050969,11.4,4.5
0.201802704056084,0.774161241862794,17.7,34.8
0.173059067209485,0.774087565173916,12.5,1.9
0.198561818603572,0.774066341916029,8.2,0.5
0.16187806587246,0.774001401541696,20.5,6.7
0.205442698351859,0.773859716366424,13,2.5
0.191345503718729,0.773833671399594,8.1,0.8
0.190646347871781,0.773830793483973,13.1,2.7
0.193716559198793,0.773631499519824,14.3,1.5
0.19309678976587,0.773594013999517,15.7,3.8
0.196436943272386,0.773558368495077,12.2,1.1
0.195653098097566,0.773514719948985,27.7,5.5
0.185947177333238,0.773403573716808,18.5,14.2
0.187478849407783,0.772927241962775,8.6,0.6
0.202669552669553,0.772799422799423,16.7,4.2
0.173499702911468,0.772727272727273,17.5,1.6
0.205517566611648,0.772710838638686,13.8,10.6
0.205871613233039,0.77262104725042,10.2,14.5
0.207170685479625,0.772612403917026,13.8,13.2
0.186424474187381,0.772466539196941,15.6,0.9
0.207196029776675,0.772456575682382,20.4,6
0.207532483084845,0.772169331177774,15.1,17.5
0.183908045977011,0.772143340094659,17.8,2.3
